timestamp [ns],gaze x [px],gaze y [px],azimuth [deg],elevation [deg]
1760637399885660161,963.4383544921875,234.9105224609375,8.040967469513575,21.270739356451287
1760637399890664161,966.2718505859376,238.43971252441406,8.224084841161616,21.041510952988293
1760637399895660161,966.2236938476562,238.4883270263672,8.2207175579008,21.038458617277524
1760637399900660161,962.057861328125,240.47242736816406,7.935106367567546,20.916443068089205
1760637399905659161,962.96533203125,241.55104064941406,7.993893805753846,20.84635395419173
1760637399910659161,962.7107543945312,242.87350463867188,7.973772068458989,20.762015735574767
1760637399915659161,965.7688598632812,247.5904998779297,8.169231591937244,20.456558657359817
1760637399920661161,967.0008544921876,251.8840789794922,8.24252635192065,20.18033483832433
1760637399925659161,967.1174926757812,253.40328979492188,8.24700012582701,20.082969277615067
1760637399930658161,968.1670532226562,253.75473022460926,8.316756847820349,20.059244837876445
1760637399935658161,968.0641479492188,255.99618530273438,8.304872318664527,19.915915366430905
1760637399940661161,968.5429687499999,257.4808044433594,8.33375718866451,19.82033874981914
1760637399945658161,969.6245727539062,257.7742919921875,8.405720061759766,19.80028540757037
1760637399950658161,971.8876342773438,260.759033203125,8.550950374081745,19.60659271291352
1760637399955658161,970.0771484375,265.4178161621094,8.41936677972145,19.310545191441594
1760637399960662161,971.1346435546876,269.2531433105469,8.481958633275447,19.063825459446345
1760637399965657161,970.9808959960938,269.6296691894531,8.470859575874176,19.039899840745072
1760637399970657161,970.5355834960936,268.6256103515625,8.443197309735625,19.104684106674995
1760637399975657161,971.830322265625,267.9477233886719,8.53133407078547,19.146577970014874
1760637399980657161,977.771240234375,266.029998779297,8.93342730722412,19.262211248557435
1760637399985782161,978.5196533203125,263.6678771972655,8.988997726311345,19.41241300430619
1760637399990782161,979.2976684570312,262.2168884277344,9.044520334074377,19.504266354260643
1760637399995781161,987.0125732421876,259.02459716796886,9.569625277464958,19.698433294523202
1760637400000781161,986.6111450195312,253.3589630126952,9.557030408635454,20.061183410326052
1760637400005781161,984.7584838867186,250.06175231933594,9.440951343691088,20.274477931037364
1760637400010781161,985.1396484375,246.6704559326172,9.475355006540441,20.490755157341628
1760637400015781161,985.7478637695312,248.08349609375,9.512606858273692,20.399595815273102
1760637400020781161,986.3720703125001,247.7874450683595,9.555377502856311,20.417663930021718
1760637400025790161,991.2824096679688,253.61500549316406,9.870167261323859,20.038386602622804
1760637400030780161,991.0773315429686,252.67916870117188,9.858863298247488,20.098480817511458
1760637400035780161,991.8383178710938,252.97850036621094,9.909194962241312,20.078284537755493
1760637400040780161,996.7012939453125,253.14938354492188,10.23540479700112,20.06041933959789
1760637400045780161,998.8663330078125,252.062744140625,10.383852128422179,20.12666712324364
1760637400050780161,1000.2412719726562,254.46482849121094,10.469489040235798,19.97120662235617
1760637400055779161,1000.6177978515625,256.541015625,10.488989230316184,19.838038907328222
1760637400060784161,1000.0965576171875,256.51263427734375,10.454093793846589,19.840618002078784
1760637400065779161,1001.6488647460938,256.56646728515625,10.558103914527543,19.834891364427765
1760637400070779161,1003.1065673828126,260.232147216797,10.645666939687107,19.598612355555808
1760637400075779161,1001.734375,266.6631774902344,10.536240478994332,19.189822968838723
1760637400080779161,999.1786499023438,269.61016845703125,10.357480768036758,19.005161125443227
1760637400085788161,994.7184448242189,279.5748596191406,10.034522103321876,18.374297478058928
1760637400090779161,996.5975952148436,280.5523681640625,10.157520149895465,18.309309377430097
1760637400095785161,998.5031127929688,279.69677734375,10.286740498802937,18.361448077522667
1760637400100778161,999.2654418945312,281.33270263671864,10.333540954995865,18.25584701545215
1760637400105778161,1000.9451293945312,284.3266296386719,10.438117981377928,18.062206061439632
1760637400110778161,1000.9846801757811,285.5074768066406,10.437851604000299,17.986671848596064
1760637400115903161,1001.7352294921874,287.804443359375,10.482213682659532,17.838836220207725
1760637400120907161,1001.6612548828125,289.4103088378906,10.473382248062705,17.73628142858872
1760637400125902161,1000.23095703125,291.1285095214845,10.37406446734155,17.62833075455774
1760637400130902161,999.7232666015625,289.48748779296864,10.344202880290254,17.733919540278194
1760637400135902161,1000.8501586914062,291.4168701171875,10.414574319308896,17.609079958374718
1760637400140902161,1001.0474243164061,292.75677490234375,10.424505414362093,17.523153088490183
1760637400145907161,1003.5863647460938,296.9765625,10.5832595012407,17.2500276555332
1760637400150902161,1004.317138671875,299.3168945312499,10.6262623722551,17.09944265883469
1760637400155902161,1005.1117553710938,303.91632080078125,10.668247545083169,16.804336082375126
1760637400160901161,1003.921142578125,309.7145690917969,10.576080972423016,16.43506699553331
1760637400165901161,1003.6221923828125,312.64453125,10.549757423361788,16.24803516682341
1760637400170904161,1001.2796630859375,317.92999267578125,10.383271562342728,15.912752585927477
1760637400175910161,1000.461181640625,317.0649719238281,10.330959143489599,15.969086583590359
1760637400180901161,1002.995361328125,329.4527282714844,10.472712889524043,15.173307459046603
1760637400185900161,1002.9429321289064,343.4599609375,10.441799453340566,14.276591267653812
1760637400190900161,1002.3419799804688,342.940673828125,10.403215714719163,14.31050251455637
1760637400195900161,1001.9036254882814,343.0043640136719,10.37424205225997,14.306901944463268
1760637400200900161,1001.3291625976561,344.40069580078114,10.333807332373494,14.218094398218525
1760637400205900161,998.76708984375,347.404052734375,10.15970581042987,14.028427685545184
1760637400210900161,995.6076049804688,352.3899230957031,9.943134172227104,13.712168697584275
1760637400215904161,992.5485229492188,354.88385009765625,9.737846006533202,13.555320348598006
1760637400220899161,993.013427734375,355.6530456542969,9.767113367126706,13.505553115373818
1760637400225899161,992.5993652343751,352.6876220703126,9.744874271189145,13.696072813675633
1760637400230899161,990.1818237304689,352.15582275390625,9.58682369379505,13.732526270245522
1760637400235899161,990.7077026367186,350.60842895507824,9.62399358325826,13.831224995274562
1760637400240906161,990.0691528320312,350.583984375,9.58204256137604,13.833415754011932
1760637400246024161,990.6743164062499,351.3914794921876,9.620482866024872,13.781054231157285
1760637400251024161,991.38818359375,352.8576660156251,9.664967888089166,13.686355579392986
1760637400256023161,992.063720703125,354.0284423828125,9.707417513780795,13.61063533776287
1760637400261023161,992.7085571289062,354.23004150390625,9.749457328122224,13.59708164184487
1760637400266023161,992.1815185546874,363.2907714843751,9.70006140004469,13.016583229286942
1760637400271025161,990.4841308593751,364.923828125,9.58612018431054,12.913404669280329
1760637400276023161,993.1043701171875,364.5682678222656,9.758589291042531,12.933791756053482
1760637400281033161,992.2422485351562,365.299072265625,9.700874192555922,12.887720551938617
1760637400286022161,993.6218872070312,365.20205688476574,9.791538123598672,12.892662613693016
1760637400291022161,996.3873291015625,370.15155029296875,9.965052249273675,12.57266986691687
1760637400296022161,996.6098022460936,369.0845031738281,9.981314929687477,12.64089307266085
1760637400301022161,991.1359252929688,363.44744873046875,9.631199432832624,13.007505377558646
1760637400306022161,989.385986328125,349.54156494140636,9.53885527525405,13.90091687017846
1760637400311022161,985.436767578125,334.48126220703125,9.304613937668464,14.870292005798763
1760637400316021161,984.9595947265625,337.8038330078126,9.267348425556873,14.657790777594355
1760637400321021161,986.86962890625,362.30670166015636,9.352958016613814,13.08458266492857
1760637400326021161,996.4916992187501,494.64968872070324,9.840715485622765,4.5729197714030665
1760637400331021161,1020.4656372070312,609.5192260742186,11.374482275073317,-2.814142534604279
1760637400336031161,1059.572265625,625.0112304687499,13.90451411724027,-3.792988203824856
1760637400341027161,975.2520751953124,637.0374145507812,8.463879122542423,-4.597432699877094
1760637400346026161,954.8629150390625,657.2355346679688,7.152831141547646,-5.9052206757902965
1760637400351020161,896.162353515625,782.4786987304688,3.396903286768464,-13.986261753302424
1760637400356020161,939.4500732421875,796.9998168945312,6.2626184360740345,-14.894740269672138
1760637400361025161,905.0159301757812,850.2556762695312,4.035915294947348,-18.325271640375192
1760637400366020161,930.9151611328126,920.8662719726562,5.875353540323482,-22.813074122756777
1760637400371020161,844.3228759765624,906.4070434570312,-0.011600165688848916,-21.929118360415416
1760637400376028161,842.0521240234375,891.3743896484375,-0.16547749750006618,-20.969046454544607
1760637400381144161,735.9375610351562,904.9696655273438,-7.338391899685717,-21.766333447594597
1760637400386144161,700.5651245117188,886.8792114257812,-9.677663388523385,-20.566018231450247
1760637400391144161,650.8401489257812,922.301025390625,-13.137509372971683,-22.717973185567924
1760637400396144161,689.697998046875,920.4453125,-10.502770730828434,-22.679043494728177
1760637400401144161,722.8433227539062,899.0474853515625,-8.208838037701312,-21.372318242265063
1760637400406148161,719.5836791992188,922.6358642578125,-8.484299566927927,-22.867542651667517
1760637400411143161,719.438720703125,929.4732055664062,-8.511340285852008,-23.30183674917689
1760637400416143161,866.9945678710939,949.5734252929688,1.5461952292618093,-24.681079094086414
1760637400421149161,823.2506713867189,889.3757934570312,-1.4321155885114207,-20.838094803062244
1760637400426143161,913.647216796875,902.3428344726562,4.675637642799911,-21.646546458370175
1760637400431148161,873.5147094726562,892.5545043945312,1.956286617218545,-21.04140743789647
1760637400436143161,867.5433349609374,894.47021484375,1.5544870789142047,-21.16515159385857
1760637400441143161,864.22705078125,893.0630493164062,1.330135855246796,-21.07589322917953
1760637400446143161,872.4161987304689,897.669921875,1.885095555499502,-21.368358029380364
1760637400451142161,909.5081787109375,901.3867797851562,4.394589018832227,-21.588423318018286
1760637400456142161,898.0253295898438,875.5537719726562,3.592376470625059,-19.945944166830778
1760637400461142161,926.1937866210938,806.1146240234375,5.397349581449308,-15.487500474657905
1760637400466146161,921.0757446289061,817.9364013671875,5.071044124041119,-16.247816898833108
1760637400471142161,957.9605712890625,790.9883422851562,7.475339013777308,-14.495524666487523
1760637400476147161,923.3630371093749,797.0948486328125,5.201295831513263,-14.911238196882465
1760637400481151161,918.1237182617189,801.7321166992188,4.8598000333909654,-15.211455314734076
1760637400486141161,949.4855346679688,771.5968627929688,6.894124066355073,-13.259655654937632
1760637400491141161,942.4796752929688,734.3167724609375,6.398887540204958,-10.871078353285606
1760637400496141161,928.1480102539061,762.4772338867188,5.484543776393692,-12.687722143292092
1760637400501141161,957.5045776367186,743.0523071289062,7.389005422668347,-11.423062908120889
1760637400506267161,954.2186889648438,744.9085083007812,7.175992313023159,-11.544349602287598
1760637400511265161,927.6625366210939,722.7054443359375,5.422710073837566,-10.13166550440862
1760637400516265161,941.2836914062501,728.8182983398438,6.316276402193655,-10.518323486939376
1760637400521265161,948.2474365234374,702.9685668945312,6.750690093784805,-8.852464101858276
1760637400526265161,946.8936767578125,706.710205078125,6.665230766889605,-9.093822813469039
1760637400531265161,940.9852294921874,704.0685424804688,6.278689871191074,-8.926577025263967
1760637400536265161,936.4558105468751,710.6062622070312,5.988044831439521,-9.349309212568969
1760637400541265161,936.75634765625,707.4685668945312,6.005543776093094,-9.14725108031053
1760637400546264161,937.7636718750001,703.2042846679688,6.068381516457212,-8.87235173605645
1760637400551264161,936.174072265625,698.1652221679688,5.961775923891652,-8.548606372676264
1760637400556264161,927.9979248046875,679.7569580078125,5.420237545358021,-7.36562226144927
1760637400561264161,926.6483154296875,681.0464477539062,5.333152633440359,-7.449169870756323
1760637400566275161,929.6942138671875,686.4514770507812,5.533775779931143,-7.796511455125525
1760637400571264161,928.9496459960936,684.4227294921875,5.484352531096931,-7.666028973859089
1760637400576264161,925.5247802734376,683.9071044921874,5.261476628290245,-7.633915844860046
1760637400581263161,927.622802734375,684.7130126953125,5.39824433623058,-7.68517725905995
1760637400586263161,930.8784790039062,681.76171875,5.608388766424363,-7.493894165474853
1760637400591263161,928.7176513671875,683.0608520507814,5.468602114870881,-7.578337552982904
1760637400596263161,928.8209838867188,682.6619873046874,5.4751181153390736,-7.552597680965818
1760637400601263161,932.9440307617186,682.7067260742188,5.743093757235354,-7.554088885055681
1760637400606263161,932.5410156249999,682.443115234375,5.716770208174125,-7.537241334287844
1760637400611262161,934.5552368164062,680.8662109375001,5.846844330727848,-7.434931159706836
1760637400616262161,937.6100463867188,683.4740600585938,6.046716156409931,-7.601865772721415
1760637400621262161,936.9505004882812,684.226806640625,6.004266530718302,-7.6506013039538985
1760637400626262161,936.5831298828125,681.3925170898438,5.978878717573364,-7.4681303434754955
1760637400631262161,935.9680786132812,679.3853759765625,5.9378770919857775,-7.339018091664781
1760637400636387161,934.7413330078124,681.3255615234375,5.859172822179721,-7.464466234723047
1760637400641386161,934.2685546875,681.30419921875,5.828443801103834,-7.463253933557893
1760637400646386161,934.7266235351561,681.28076171875,5.8581961051284095,-7.461584273600383
1760637400651394161,935.8180541992188,681.3724975585938,5.929154940415672,-7.46711222410781
1760637400656386161,940.2469482421875,655.8065795898438,6.204554997939756,-5.817765909333304
1760637400661394161,938.9619750976562,657.9583740234375,6.122135105225212,-5.956890000777408
1760637400666386161,937.3767089843749,659.6660766601562,6.0200442677010315,-6.067470047767707
1760637400671385161,938.2265625,661.842529296875,6.076113290597666,-6.207545198124011
1760637400676385161,938.4173583984374,666.459716796875,6.090579631259753,-6.505142475807906
